country,region,un_region,year,gdp,cpia_regulation,cpia_gender,cpia_resources,cpia_transparency,cpia_inclusion,cpia_trade,education$,coll_enrollment,income_quintile2,income_quintile3,income_quintile4,income_quintile5,income_top10%,income_middle60%,income_difference_top-mid60,comm_import_capita,comm_export_capita
Peru,Latin America,Latin America & Caribbean,2013,11196.38,3.444444444,3.555555556,3.611111111,3.5,3.533333333,4.222222222222222,3.28523,97.89767,9.6,14.9,22.1,48.9,32.7,46.6,-13.9,2016.5538863571453,1601.7405605858075
Peru,Latin America,Latin America & Caribbean,2014,11410.33,3.444444444,3.5,3.611111111,3.5,3.522222222,4.222222222222222,3.66254,95.62184,9.8,15.0,22.2,48.3,32.1,47.0,-14.9,1389.512617349023,1273.1737958033866
Philippines,Pacific,East Asia & Pacific,2005,4375.8,3.181818182,3.318181818,3.5,2.863636364,3.14,3.727272727272727,2.42629,82.84607,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,573.6923825008332,478.2527898563956
Philippines,Pacific,East Asia & Pacific,2006,4661.96,3.0,3.333333333,3.375,2.875,3.090909091,3.7083333333333335,2.53381,81.23679,8.5,12.8,20.6,53.1,36.6,41.900000000000006,-5.300000000000004,615.2088833185337,539.3529877959886
Philippines,Pacific,East Asia & Pacific,2009,5236.98,3.045454545,3.363636364,3.590909091,2.954545455,3.218181818,4.0,2.65295,84.25254,8.8,13.0,20.4,52.5,36.3,42.2,-5.900000000000006,493.5905573599719,413.5240751146318
Portugal,Europe,Europe & Central Asia,2005,22725.28,3.55,4.1,3.6,2.65,3.62,3.95,5.07074,98.02078,11.3,15.0,21.0,46.1,30.6,47.3,-16.699999999999996,6084.140319974713,3681.8864637215056
Portugal,Europe,Europe & Central Asia,2006,24681.14,3.45,4.1,3.6,2.65,3.6,4.0,4.90801,98.58061,11.1,15.1,21.7,45.4,29.7,47.9,-18.2,6719.751576083072,4255.484715491536
Portugal,Europe,Europe & Central Asia,2007,25736.35,3.75,4.3125,3.75,2.625,3.7375,4.1875,4.92191,102.07882,11.6,15.7,21.7,44.2,28.9,49.0,-20.1,7803.043807415069,4978.069378212806
Portugal,Europe,Europe & Central Asia,2008,26665.84,3.875,4.375,3.75,2.5625,3.7875,4.3125,4.70212,103.83484,11.7,15.8,21.6,44.1,28.9,49.1,-20.200000000000003,8955.502992893566,5421.985711453786
Portugal,Europe,Europe & Central Asia,2009,26459.16,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,5.56215,106.07156,12.0,16.3,22.0,42.5,27.5,50.3,-22.8,6794.967668810164,4187.069043427921
Portugal,Europe,Europe & Central Asia,2010,27260.55,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,5.40289,106.94795,11.8,15.9,21.9,43.4,28.3,49.6,-21.3,7347.175966651219,4673.563218734335
Portugal,Europe,Europe & Central Asia,2011,26769.51,3.75,4.1875,3.875,2.875,3.7375,4.1875,5.12127,106.81678,11.9,15.8,21.6,43.8,28.7,49.3,-20.600000000000005,7854.43015261102,5644.135755326041
Qatar,Middle East,Middle East & North Africa,2005,112073.1,3.0,2.75,3.25,2.75,3.1,4.25,3.97188,111.14769,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,11854.328474979677,30354.889044549964
Qatar,Middle East,Middle East & North Africa,2010,143070.21,3.5,2.5,3.25,2.5,3.2,4.25,4.53966,101.05862,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,13562.585928600109,43749.19197912581
Romania,Europe,Europe & Central Asia,2005,9602.1,3.55,4.1,3.6,2.65,3.62,3.95,3.45668,83.71563,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,1897.8970298763795,1300.6560016247895
Romania,Europe,Europe & Central Asia,2007,13701.64,3.75,4.3125,3.75,2.625,3.7375,4.1875,4.22328,89.2293,11.4,16.6,23.2,43.3,27.4,51.2,-23.800000000000004,3371.855377127654,1937.9751358623016
Romania,Europe,Europe & Central Asia,2009,16632.78,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,4.16182,97.94383,11.8,16.9,23.7,41.5,25.7,52.4,-26.7,2668.1779407469367,1992.3308962362416
Romania,Europe,Europe & Central Asia,2010,17355.85,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,3.45849,100.23869,11.8,17.1,24.2,41.1,25.0,53.1,-28.1,3062.5287434290462,2440.544324256326
Romania,Europe,Europe & Central Asia,2011,18802.95,3.75,4.1875,3.875,2.875,3.7375,4.1875,3.02775,100.41964,11.6,17.1,24.6,41.2,24.9,53.3,-28.40000000000001,3790.3054254100057,3111.6473150453
Romania,Europe,Europe & Central Asia,2012,19809.19,3.75,4.25,3.875,3.0,3.75,4.3125,2.93955,99.36214,11.5,17.1,24.3,41.8,25.5,52.900000000000006,-27.40000000000001,3502.821618817596,2886.8396347897487
Rwanda,Eastern Africa,Africa Eastern and Southern,2005,916.98,3.5,3.5,4.0,3.0,3.6,3.5,4.81376,15.98657,8.1,11.7,17.6,58.0,43.9,37.4,6.5,41.46529890046851,16.607951719746932
Rwanda,Eastern Africa,Africa Eastern and Southern,2010,1315.03,4.0,4.0,4.5,3.5,4.0,4.0,4.95011,32.76186,9.1,12.7,18.5,54.1,39.8,40.3,-0.5,121.19762351786504,23.290875738951605
Rwanda,Eastern Africa,Africa Eastern and Southern,2013,1503.84,4.5,4.0,4.5,3.5,4.1,4.5,5.02795,40.15979,9.6,13.2,19.0,52.2,37.9,41.8,-3.899999999999999,178.5994682859292,56.069662268823166
Sao Tome and Principe,Central Africa,Africa Western and Central,2005,2230.28,3.0,3.0,3.5,3.5,2.8,4.0,5.25117,43.17042,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,308.3894359228105,21.13041192478971
Sao Tome and Principe,Central Africa,Africa Western and Central,2010,2849.29,2.5,3.0,3.0,3.5,3.0,4.0,9.7641,52.9637,12.7,16.8,22.6,39.5,24.2,52.1,-27.9,615.7536812746379,35.03539623801733
Saudi Arabia,Middle East,Middle East & North Africa,2005,46012.76,3.0,2.75,3.25,2.75,3.1,4.25,5.43093,86.16687,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,2345.823552880762,7389.144907885367
Senegal,Western Africa,Africa Western and Central,2005,2405.91,3.5,3.5,3.5,3.0,3.4,4.5,5.13697,22.01669,10.7,15.2,22.1,45.8,30.0,48.0,-18.0,318.7244782854691,134.02583666186536
Senegal,Western Africa,Africa Western and Central,2010,2684.49,4.0,3.5,3.5,3.0,3.4,4.0,5.59999,35.5977,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,381.2285982654118,166.45184755646014
Serbia,Europe,Europe & Central Asia,2010,12798.16,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,4.58655,91.42763,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,2295.090983723919,1343.2903750372354
Serbia,Europe,Europe & Central Asia,2012,13933.83,3.75,4.25,3.875,3.0,3.75,4.3125,4.42657,94.16962,10.9,16.3,23.2,45.0,28.7,50.400000000000006,-21.700000000000006,2628.794111106188,1559.7875526265382
Slovenia,Europe,Europe & Central Asia,2005,23852.64,3.55,4.1,3.6,2.65,3.62,3.95,5.58241,97.12325,14.6,18.2,22.7,34.6,20.6,55.5,-34.9,9810.824940988983,8945.891833135547
Slovenia,Europe,Europe & Central Asia,2006,25718.76,3.45,4.1,3.6,2.65,3.6,4.0,5.57559,96.83547,14.7,18.2,22.7,34.4,20.4,55.6,-35.2,11467.335226332772,10455.452421883252
Slovenia,Europe,Europe & Central Asia,2007,27573.64,3.75,4.3125,3.75,2.625,3.7375,4.1875,5.10509,98.25645,14.7,18.2,22.6,34.4,20.4,55.5,-35.1,14605.752089814194,13156.351312259616
Slovenia,Europe,Europe & Central Asia,2008,29604.29,3.875,4.375,3.75,2.5625,3.7875,4.3125,5.10609,98.10135,14.9,18.3,22.6,34.0,20.1,55.8,-35.7,16813.57286391638,14472.217258954068
Slovenia,Europe,Europe & Central Asia,2009,27538.01,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,5.56859,97.79404,14.6,18.2,22.7,34.7,20.6,55.5,-34.9,11718.485312077595,10984.829044810702
Slovenia,Europe,Europe & Central Asia,2010,27825.48,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,5.56251,97.85898,14.7,18.2,22.7,34.8,20.7,55.6,-34.89999999999999,12980.537236226211,11927.635942502697
Slovenia,Europe,Europe & Central Asia,2011,28931.38,3.75,4.1875,3.875,2.875,3.7375,4.1875,5.56563,97.8459,14.7,18.2,22.6,34.8,20.8,55.5,-34.7,15216.381675072083,14119.022454225676
Slovenia,Europe,Europe & Central Asia,2012,29042.82,3.75,4.25,3.875,3.0,3.75,4.3125,5.66161,97.85595,14.6,18.2,22.6,35.2,21.1,55.4,-34.3,13796.973582498971,13163.796075558574
South Africa,Southern Africa,Africa Eastern and Southern,2005,10540.14,3.055555556,3.25,3.277777778,2.805555556,3.144444444,3.4166666666666665,5.06321,88.91318,4.7,7.5,14.2,71.0,54.2,26.4,27.800000000000004,1122.7221919505023,958.6654754304652
South Africa,Southern Africa,Africa Eastern and Southern,2008,12658.03,2.972222222,3.25,3.25,2.694444444,3.138888889,3.5,4.86601,89.49576,4.9,8.1,15.8,68.7,51.3,28.8,22.5,1732.2586977343506,1462.7579986651851
South Africa,Southern Africa,Africa Eastern and Southern,2010,12771.91,2.916666667,3.333333333,3.333333333,2.555555556,3.2,3.555555555555556,5.72173,90.25352,4.7,8.0,15.9,68.9,51.3,28.6,22.7,1598.842753586261,1589.8166543199902
South Africa,Southern Africa,Africa Eastern and Southern,2014,13556.03,3.027777778,3.305555556,3.277777778,2.555555556,3.255555556,3.5277777777777777,6.05628,93.80908,4.8,8.2,16.5,68.2,50.5,29.5,21.0,1823.4127754012088,1691.7864432099946
Spain,Europe,Europe & Central Asia,2005,27606.93,3.55,4.1,3.6,2.65,3.62,3.95,4.13003,117.51314,12.8,17.4,23.2,39.6,24.3,53.4,-29.1,6633.767076456146,4416.351675734847
Spain,Europe,Europe & Central Asia,2006,30718.22,3.45,4.1,3.6,2.65,3.6,4.0,4.1676,117.54267,12.5,17.2,23.2,40.4,24.9,52.9,-28.0,7428.291026427361,4819.887250307547
Spain,Europe,Europe & Central Asia,2007,32473.65,3.75,4.3125,3.75,2.625,3.7375,4.1875,4.23331,117.50554,12.2,16.9,23.1,41.0,25.6,52.2,-26.6,8652.09539178626,5611.240088391567
Spain,Europe,Europe & Central Asia,2008,33263.27,3.875,4.375,3.75,2.5625,3.7875,4.3125,4.501,117.6678,12.3,17.0,23.1,41.0,25.6,52.400000000000006,-26.800000000000004,9111.426623022717,6075.5667147464255
Spain,Europe,Europe & Central Asia,2009,32092.72,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,4.86781,118.39464,12.2,16.9,23.2,41.5,25.9,52.3,-26.4,6200.637930104377,4811.983921974544
Spain,Europe,Europe & Central Asia,2010,31681.1,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,4.81924,124.38406,12.0,16.8,23.2,41.7,26.0,52.0,-26.0,6830.936034094286,5315.203927340823
Spain,Europe,Europe & Central Asia,2011,31867.97,3.75,4.1875,3.875,2.875,3.7375,4.1875,4.86651,128.59216,11.8,16.9,23.5,41.8,25.9,52.2,-26.300000000000004,7831.350579661588,6401.157992260031
Spain,Europe,Europe & Central Asia,2012,31720.27,3.75,4.25,3.875,3.0,3.75,4.3125,4.4189,131.03416,11.9,17.0,23.4,41.6,25.8,52.3,-26.5,7091.266754044053,6214.695238690695
Spain,Europe,Europe & Central Asia,2013,32444.46,3.75,4.1875,3.8125,3.0,3.725,4.3125,4.30494,131.08604,11.7,17.0,23.7,41.9,25.9,52.4,-26.5,7191.142604198988,6716.1329344604665
Sri Lanka,South Asia,South Asia,2010,8316.31,4.0,4.0,3.5,3.0,3.7,3.5,1.71774,96.93236,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,597.705385915427,401.7722089645639
Sri Lanka,South Asia,South Asia,2012,10319.4,4.0,4.0,3.5,3.0,3.6,4.0,1.49617,99.64744,11.0,14.6,20.5,46.6,31.9,46.1,-14.200000000000005,850.9681168904609,445.8161726708197
Sweden,Europe,Europe & Central Asia,2005,34244.47,3.55,4.1,3.6,2.65,3.62,3.95,6.55951,104.11052,14.4,18.2,23.1,35.6,21.1,55.7,-34.6,12331.851581448158,14426.34495477748
Sweden,Europe,Europe & Central Asia,2006,37727.72,3.45,4.1,3.6,2.65,3.6,4.0,6.41068,103.63069,14.3,18.0,22.9,35.6,21.1,55.2,-34.099999999999994,13997.12069560008,16229.318518078016
Sweden,Europe,Europe & Central Asia,2007,40910.32,3.75,4.3125,3.75,2.625,3.7375,4.1875,6.21507,102.63951,14.3,17.8,22.8,36.2,21.7,54.900000000000006,-33.2,16705.41778766545,18480.517789283276
Sweden,Europe,Europe & Central Asia,2008,42158.3,3.875,4.375,3.75,2.5625,3.7875,4.3125,6.39072,101.59046,14.1,17.6,22.8,36.9,22.4,54.5,-32.1,18328.45213244296,19944.4557168574
Sweden,Europe,Europe & Central Asia,2009,40279.88,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,6.85779,99.69329,14.3,17.8,23.0,36.2,21.5,55.1,-33.6,12899.77019040137,14100.765055387876
Sweden,Europe,Europe & Central Asia,2010,42221.76,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,6.622,98.19066,14.2,17.8,22.8,36.6,21.8,54.8,-33.0,15865.455272727197,16891.500710163204
Sweden,Europe,Europe & Central Asia,2011,44608.58,3.75,4.1875,3.875,2.875,3.7375,4.1875,6.49111,96.91104,14.3,17.8,23.0,36.3,21.6,55.1,-33.5,18725.85978292584,19779.22501027334
Sweden,Europe,Europe & Central Asia,2012,45432.43,3.75,4.25,3.875,3.0,3.75,4.3125,7.65619,98.03959,14.3,17.9,23.0,36.4,21.6,55.2,-33.6,17285.26878880481,18114.390400628447
Sweden,Europe,Europe & Central Asia,2013,46312.39,3.75,4.1875,3.8125,3.0,3.725,4.3125,7.71773,128.46305,14.0,17.7,23.2,37.1,22.2,54.9,-32.7,16727.188265191406,17446.521802002193
Thailand,East Asia,East Asia & Pacific,2005,10198.16,3.181818182,3.318181818,3.5,2.863636364,3.14,3.727272727272727,3.93859,71.55975,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,1795.2278459606423,1672.8617304777658
Thailand,East Asia,East Asia & Pacific,2006,10952.2,3.0,3.333333333,3.375,2.875,3.090909091,3.7083333333333335,4.05037,71.7623,9.9,14.3,21.4,48.5,32.5,45.6,-13.1,1938.8630426107543,1968.9532776358092
Thailand,East Asia,East Asia & Pacific,2007,11769.53,3.045454545,3.363636364,3.409090909,2.954545455,3.154545455,3.6818181818181817,3.60314,77.44215,10.3,14.7,21.7,46.7,30.8,46.7,-15.900000000000002,2151.2559148690657,2298.0485655191333
Thailand,East Asia,East Asia & Pacific,2008,12111.37,3.045454545,3.363636364,3.409090909,3.0,3.181818182,3.8181818181818175,3.5085,78.2238,10.1,14.6,21.7,47.2,31.1,46.4,-15.299999999999995,2652.870652713789,2612.691464409161
Thailand,East Asia,East Asia & Pacific,2009,12018.17,3.045454545,3.363636364,3.590909091,2.954545455,3.218181818,4.0,3.8638,80.85283,10.3,14.8,21.8,46.5,30.6,46.900000000000006,-16.300000000000004,1972.606266180554,2248.7684057107435
Thailand,East Asia,East Asia & Pacific,2010,12988.93,3.045454545,3.363636364,3.727272727,3.0,3.263636364,3.954545454545455,3.51031,83.62145,10.4,14.8,21.7,46.5,30.7,46.900000000000006,-16.200000000000006,2671.6284376987546,2860.848415132928
Thailand,East Asia,East Asia & Pacific,2011,13284.12,2.961538462,3.307692308,3.538461538,3.076923077,3.176923077,3.8846153846153846,4.80828,87.44397,11.1,15.1,21.4,45.1,29.9,47.6,-17.699999999999996,3325.190493404974,3330.1483785288124
Thailand,East Asia,East Asia & Pacific,2012,14586.91,2.892857143,3.285714286,3.5,3.142857143,3.178571429,3.928571428571429,4.53768,87.12412,10.4,14.8,21.8,46.3,30.4,47.0,-16.6,3579.9090484129138,3319.178635740292
Thailand,East Asia,East Asia & Pacific,2013,15090.1,2.9,3.3,3.4,3.1,3.133333333,3.966666666666667,4.12567,86.20559,10.8,15.1,22.1,45.1,29.2,48.0,-18.8,3603.237649414112,3284.450015451589
Togo,Western Africa,Africa Western and Central,2005,1346.02,3.0,3.0,2.0,2.0,2.6,4.0,3.40689,45.02997,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,103.75658681801256,63.012874507777774
Togo,Western Africa,Africa Western and Central,2011,1607.27,2.5,3.0,3.0,2.5,3.0,4.0,4.43707,54.70859,8.7,13.4,21.5,51.6,34.5,43.6,-9.1,275.0710725677585,146.83527118461234
Tunisia,Northern Africa,Middle East & North Africa,2005,8012.21,3.0,2.75,3.25,2.75,3.1,4.25,6.45157,84.80422,11.2,15.6,22.1,44.7,29.1,48.9,-19.8,1268.1831314018866,1010.1340322384395
Tunisia,Northern Africa,Middle East & North Africa,2010,10428.54,3.5,2.5,3.25,2.5,3.2,4.25,6.25478,90.42879,11.6,16.1,22.6,42.9,27.0,50.3,-23.300000000000004,2039.0301608168763,1507.7077055910554
Uganda,Eastern Africa,Africa Eastern and Southern,2005,1497.23,4.0,3.5,4.5,3.0,3.9,4.0,4.81376,19.55326,9.9,13.8,20.4,49.8,34.5,44.1,-9.6,73.50225562419284,29.084392985648197
Uganda,Eastern Africa,Africa Eastern and Southern,2009,2017.07,4.0,3.5,4.0,2.5,3.8,4.0,3.2543,27.36668,9.8,13.5,19.6,51.2,36.4,42.900000000000006,-6.500000000000007,135.2126905450438,49.9041281310764
Uganda,Eastern Africa,Africa Eastern and Southern,2010,2094.43,4.0,3.5,4.0,2.5,3.7,4.0,2.25446,27.14043,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,144.22044700270808,50.04690101901791
Ukraine,Europe,Europe & Central Asia,2005,7214.11,3.55,4.1,3.6,2.65,3.62,3.95,6.05848,96.99604,13.3,17.2,22.6,38.0,23.2,53.1,-29.9,766.8372001876397,726.6288017084154
Ukraine,Europe,Europe & Central Asia,2006,8054.04,3.45,4.1,3.6,2.65,3.6,4.0,6.20873,97.67863,13.1,17.0,22.3,38.8,24.1,52.400000000000006,-28.300000000000004,962.2515714678184,820.0347265630394
Ukraine,Europe,Europe & Central Asia,2007,9004.88,3.75,4.3125,3.75,2.625,3.7375,4.1875,6.1512,97.06345,13.8,17.6,22.5,36.6,22.0,53.900000000000006,-31.90000000000001,1302.976163311661,1059.881172250185
Ukraine,Europe,Europe & Central Asia,2008,9434.44,3.875,4.375,3.75,2.5625,3.7875,4.3125,6.42993,96.05105,13.9,17.6,22.5,36.4,21.9,54.0,-32.1,1847.205493669456,1447.36116805178
Ukraine,Europe,Europe & Central Asia,2009,8093.56,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,7.31088,94.93582,14.2,17.8,22.5,35.4,21.2,54.5,-33.3,986.094662512034,861.949542564033
Ukraine,Europe,Europe & Central Asia,2010,8559.93,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,4.81376,95.09127,14.3,17.9,22.4,35.2,21.0,54.6,-33.6,1324.0931640062236,1121.2002347204289
Ukraine,Europe,Europe & Central Asia,2011,9246.77,3.75,4.1875,3.875,2.875,3.7375,4.1875,6.16238,93.24954,14.4,18.0,22.5,34.9,20.7,54.9,-34.2,1807.3640622826465,1496.3660246690124
Ukraine,Europe,Europe & Central Asia,2012,9705.36,3.75,4.25,3.875,3.0,3.75,4.3125,6.69233,97.10629,14.3,17.9,22.6,35.0,20.8,54.8,-34.0,1856.7769605044523,1506.6782217456223
Ukraine,Europe,Europe & Central Asia,2013,11111.05,3.75,4.1875,3.8125,3.0,3.725,4.3125,6.67165,98.34995,14.5,17.9,22.2,35.1,21.1,54.6,-33.49999999999999,1692.3853203260662,1391.9753521064836
United Kingdom,Europe,Europe & Central Asia,2005,32747.05,3.55,4.1,3.6,2.65,3.62,3.95,5.195,105.38728,11.8,16.2,22.1,42.8,27.8,50.1,-22.3,8749.17881778718,6502.254585363743
United Kingdom,Europe,Europe & Central Asia,2006,34751.67,3.45,4.1,3.6,2.65,3.6,4.0,5.23207,98.29451,11.8,16.0,21.9,43.3,28.3,49.7,-21.4,10104.252798519296,7536.935495067778
United Kingdom,Europe,Europe & Central Asia,2007,35546.26,3.75,4.3125,3.75,2.625,3.7375,4.1875,5.15348,96.93358,12.0,16.5,22.5,41.8,26.5,51.0,-24.5,11087.58331520376,7403.5755855240195
United Kingdom,Europe,Europe & Central Asia,2008,36771.01,3.875,4.375,3.75,2.5625,3.7875,4.3125,5.10942,97.78373,11.8,16.2,22.2,42.7,27.6,50.2,-22.6,11412.04423292218,7798.809211093339
United Kingdom,Europe,Europe & Central Asia,2009,35094.36,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,5.30917,99.36228,11.9,16.2,22.2,42.5,27.4,50.3,-22.9,8864.404284151893,5774.519573153627
United Kingdom,Europe,Europe & Central Asia,2010,36578.93,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,5.9406,101.90886,12.2,16.5,22.3,41.5,26.4,51.0,-24.6,9999.26510150779,6723.571111263174
United Kingdom,Europe,Europe & Central Asia,2011,37260.67,3.75,4.1875,3.875,2.875,3.7375,4.1875,5.76205,92.84833,12.3,16.6,22.5,41.0,25.9,51.400000000000006,-25.500000000000007,11343.973007901985,8177.338356807534
United Kingdom,Europe,Europe & Central Asia,2013,39975.19,3.75,4.1875,3.8125,3.0,3.725,4.3125,5.68625,124.42597,12.3,16.7,22.8,40.5,25.3,51.8,-26.5,10248.561158866698,8546.025452829519
Uruguay,Latin America,Latin America & Caribbean,2005,12176.09,3.777777778,4.0,3.555555556,3.444444444,3.575,4.222222222222222,2.71476,101.21551,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,1169.160334452092,1031.4157219007948
Uruguay,Latin America,Latin America & Caribbean,2006,13048.08,3.722222222,4.0,3.611111111,3.444444444,3.5875,4.111111111111111,2.88026,100.81205,8.8,13.5,21.2,51.6,35.0,43.5,-8.5,1446.6127640579575,1200.7774159448234
Uruguay,Latin America,Latin America & Caribbean,2010,17688.38,3.666666667,3.666666667,3.666666667,3.388888889,3.555555556,4.277777777777778,4.81376,90.29585,9.2,14.0,21.6,50.1,33.6,44.8,-11.199999999999996,2571.623959964816,2005.6253117309257
Vanuatu,Pacific,East Asia & Pacific,2010,2652.84,3.5,3.5,3.5,3.0,3.0,3.0,4.81376,59.5327,11.2,15.6,21.9,44.5,29.1,48.7,-19.599999999999994,1124.4812408078126,188.11763962958284
Viet Nam,East Asia,East Asia & Pacific,2010,5391.17,3.5,4.5,4.5,3.0,4.0,3.5,6.28534,96.59815,10.8,15.0,21.4,46.3,30.9,47.2,-16.300000000000004,970.57053486579,826.4023416180104
