%pov,cpia_regulation,cpia_gender,cpia_resources,cpia_transparency,cpia_inclusion,cpia_trade,education$,coll_enrollment,income_quintile2,income_quintile3,income_quintile4,income_quintile5,income_top10%,income_middle60%,comm_import_capita,comm_export_capita
25.2,3.0,4.0,4.0,2.5,3.7,3.5,4.71699,58.79362,12.1,16.2,21.8,41.5,26.4,50.1,188.34997535304203,32.185225138152006
48.3,3.5,4.0,4.0,3.5,3.7,4.5,4.709555,68.51656,8.5,12.8,19.3,54.6,39.6,40.6,464.8395982310963,158.76699046213176
12.0,3.55,4.1,3.6,2.65,3.62,3.95,6.86868,113.87617,13.5,16.6,21.2,39.7,26.3,51.3,12007.709422454263,22452.452555193908
11.9,3.45,4.1,3.6,2.65,3.6,4.0,6.38567,114.04077,14.4,18.0,23.0,35.5,21.2,55.4,13775.434548199972,26193.741912496836
11.4,3.75,4.3125,3.75,2.625,3.7375,4.1875,6.53527,113.62567,14.1,17.5,22.6,36.5,22.2,54.2,16987.65063093257,28813.9660635093
11.7,3.875,4.375,3.75,2.5625,3.7875,4.3125,6.28934,112.7376,14.2,17.7,22.8,36.2,21.8,54.7,18759.031076114697,35442.8211767606
11.2,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,7.09981,111.69433,14.4,17.9,22.8,35.6,21.3,55.1,14173.16164456049,24084.181341770065
10.5,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,6.74995,113.23055,14.5,18.0,22.8,35.3,21.0,55.3,15816.358947135472,26723.268187240094
10.0,3.75,4.1875,3.875,2.875,3.7375,4.1875,6.45617,112.98291,14.4,18.2,23.0,34.8,20.5,55.6,18328.667070724365,32385.821021552616
10.9,3.75,4.25,3.875,3.0,3.75,4.3125,7.37182,110.72072,14.4,18.1,22.9,35.2,20.9,55.4,17396.933665406483,32071.309392729767
50.4,4.0,2.0,3.5,2.5,3.1,4.0,2.25436,26.50006,12.8,16.0,20.8,41.1,27.1,49.6,143.92540772778912,92.04569373249154
44.1,4.0,2.0,3.5,2.5,3.1,4.0,2.63527,34.70948,13.1,16.3,21.1,39.8,25.7,50.5,179.16186278704012,98.05388787034376
36.8,3.5,2.0,3.5,2.5,2.9,3.5,2.28688,35.84846,13.3,16.6,21.3,38.9,25.1,51.2,193.03757754166224,110.11883448949584
36.3,3.0,2.5,3.5,2.5,3.1,3.5,2.22175,36.7116,13.1,16.4,21.1,39.8,25.8,50.6,219.4242620159648,127.6103688711482
29.5,3.0,2.5,3.5,2.5,3.1,3.5,2.49344,39.82736,13.2,16.6,21.3,39.4,25.3,51.1,213.1864368049719,122.3394441685248
36.6,3.777777778,4.0,3.555555556,3.444444444,3.575,4.222222222222222,4.709555,68.21743,6.9,11.9,20.7,57.7,40.2,39.5,1256.0954805213034,291.3654168889986
33.8,3.666666667,3.833333333,3.666666667,3.444444444,3.611111111,4.277777777777778,3.54055,69.05728,7.5,12.4,20.0,57.0,40.7,39.9,4502.222125806374,2808.539404899642
29.8,3.666666667,3.666666667,3.666666667,3.388888889,3.555555556,4.277777777777778,4.709555,71.34772,7.8,12.6,20.2,56.0,39.7,40.6,4618.894147753474,3031.9436593326504
27.6,3.5,3.722222222,3.611111111,3.388888889,3.533333333,4.222222222222222,3.29343,70.85691,7.8,12.6,20.3,55.8,39.7,40.7,6338.797839277746,4309.303299505459
44.9,3.777777778,4.0,3.555555556,3.444444444,3.575,4.222222222222222,4.709555,66.91931,7.9,12.2,19.7,56.3,40.4,39.8,595.2433108789351,575.6140025394029
45.3,3.777777778,3.833333333,3.666666667,3.444444444,3.5625,4.277777777777778,3.54604,66.24104,7.8,12.1,18.9,57.6,42.5,38.8,1050.9212197536915,844.9786966169929
39.0,3.666666667,3.666666667,3.666666667,3.388888889,3.555555556,4.277777777777778,3.76766,68.32355,8.1,12.8,19.7,55.6,40.5,40.6,1739.3203270872912,1129.6536659678852
37.0,3.5,3.722222222,3.611111111,3.388888889,3.533333333,4.222222222222222,4.96644,70.39032,7.7,12.5,19.6,56.7,41.4,39.8,2116.0600161979787,1330.685024604124
31.4,3.444444444,3.611111111,3.611111111,3.388888889,3.533333333,4.222222222222222,4.96305,76.57348,8.8,13.8,20.7,52.5,36.9,43.3,1950.786460705665,1229.5114243324945
55.6,3.777777778,4.0,3.555555556,3.444444444,3.575,4.222222222222222,2.88118,85.44732,7.8,13.0,20.8,54.7,38.5,41.6,444.1578603350727,608.0266609543299
49.2,3.722222222,4.0,3.611111111,3.444444444,3.5875,4.111111111111111,2.67639,88.07086,7.9,13.2,21.1,54.5,38.2,42.2,539.4988460621545,837.3500386771778
42.4,3.777777778,3.833333333,3.666666667,3.444444444,3.5625,4.277777777777778,2.6294,90.51896,8.0,13.3,21.1,54.2,37.8,42.400000000000006,712.1679220634322,981.9652179881342
37.3,3.666666667,3.833333333,3.666666667,3.444444444,3.611111111,4.277777777777778,2.84365,91.04757,8.6,14.0,21.8,51.8,35.4,44.400000000000006,1039.8045699560705,1086.1629749305575
33.5,3.611111111,3.777777778,3.611111111,3.5,3.566666667,4.277777777777778,3.13037,93.40124,8.7,13.9,21.7,51.6,35.2,44.3,751.9483231358081,921.7125395812368
30.8,3.666666667,3.666666667,3.666666667,3.388888889,3.555555556,4.277777777777778,2.84742,94.70003,9.2,14.4,21.8,50.3,34.2,45.400000000000006,1240.27276896699,1313.8137200674714
27.8,3.5,3.722222222,3.611111111,3.388888889,3.533333333,4.222222222222222,2.68161,95.20703,9.4,14.8,22.0,49.5,33.5,46.2,1285.4126426601974,1573.595934346485
25.8,3.444444444,3.611111111,3.611111111,3.388888889,3.533333333,4.222222222222222,2.92164,93.43105,9.5,14.8,22.0,49.3,33.3,46.3,1976.3527080843369,1762.5814361136215
23.9,3.444444444,3.555555556,3.611111111,3.5,3.533333333,4.222222222222222,3.28523,97.89767,9.6,14.9,22.1,48.9,32.7,46.6,2016.5538863571453,1601.7405605858075
22.7,3.444444444,3.5,3.611111111,3.5,3.522222222,4.222222222222222,3.66254,95.62184,9.8,15.0,22.2,48.3,32.1,47.0,1389.512617349023,1273.1737958033866
26.6,3.0,3.333333333,3.375,2.875,3.090909091,3.7083333333333335,2.53381,81.23679,8.5,12.8,20.6,53.1,36.6,41.900000000000006,615.2088833185337,539.3529877959886
26.3,3.045454545,3.363636364,3.590909091,2.954545455,3.218181818,4.0,2.65295,84.25254,8.8,13.0,20.4,52.5,36.3,42.2,493.5905573599719,413.5240751146318
18.5,3.55,4.1,3.6,2.65,3.62,3.95,5.07074,98.02078,11.3,15.0,21.0,46.1,30.6,47.3,6084.140319974713,3681.8864637215056
18.1,3.45,4.1,3.6,2.65,3.6,4.0,4.90801,98.58061,11.1,15.1,21.7,45.4,29.7,47.9,6719.751576083072,4255.484715491536
18.5,3.75,4.3125,3.75,2.625,3.7375,4.1875,4.92191,102.07882,11.6,15.7,21.7,44.2,28.9,49.0,7803.043807415069,4978.069378212806
17.9,3.875,4.375,3.75,2.5625,3.7875,4.3125,4.70212,103.83484,11.7,15.8,21.6,44.1,28.9,49.1,8955.502992893566,5421.985711453786
17.9,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,5.56215,106.07156,12.0,16.3,22.0,42.5,27.5,50.3,6794.967668810164,4187.069043427921
18.0,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,5.40289,106.94795,11.8,15.9,21.9,43.4,28.3,49.6,7347.175966651219,4673.563218734335
17.9,3.75,4.1875,3.875,2.875,3.7375,4.1875,5.12127,106.81678,11.9,15.8,21.6,43.8,28.7,49.3,7854.43015261102,5644.135755326041
23.6,3.75,4.3125,3.75,2.625,3.7375,4.1875,4.22328,89.2293,11.4,16.6,23.2,43.3,27.4,51.2,3371.855377127654,1937.9751358623016
21.6,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,4.16182,97.94383,11.8,16.9,23.7,41.5,25.7,52.4,2668.1779407469367,1992.3308962362416
22.3,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,3.45849,100.23869,11.8,17.1,24.2,41.1,25.0,53.1,3062.5287434290462,2440.544324256326
22.9,3.75,4.1875,3.875,2.875,3.7375,4.1875,3.02775,100.41964,11.6,17.1,24.6,41.2,24.9,53.3,3790.3054254100057,3111.6473150453
23.0,3.75,4.25,3.875,3.0,3.75,4.3125,2.93955,99.36214,11.5,17.1,24.3,41.8,25.5,52.900000000000006,3502.821618817596,2886.8396347897487
39.1,4.5,4.0,4.5,3.5,4.1,4.5,5.02795,40.15979,9.6,13.2,19.0,52.2,37.9,41.8,178.5994682859292,56.069662268823166
48.3,3.5,3.5,3.5,3.0,3.4,4.5,5.13697,22.01669,10.7,15.2,22.1,45.8,30.0,48.0,318.7244782854691,134.02583666186536
24.5,3.75,4.25,3.875,3.0,3.75,4.3125,4.42657,94.16962,10.9,16.3,23.2,45.0,28.7,50.400000000000006,2628.794111106188,1559.7875526265382
11.6,3.55,4.1,3.6,2.65,3.62,3.95,5.58241,97.12325,14.6,18.2,22.7,34.6,20.6,55.5,9810.824940988983,8945.891833135547
11.5,3.45,4.1,3.6,2.65,3.6,4.0,5.57559,96.83547,14.7,18.2,22.7,34.4,20.4,55.6,11467.335226332772,10455.452421883252
12.3,3.75,4.3125,3.75,2.625,3.7375,4.1875,5.10509,98.25645,14.7,18.2,22.6,34.4,20.4,55.5,14605.752089814194,13156.351312259616
11.3,3.875,4.375,3.75,2.5625,3.7875,4.3125,5.10609,98.10135,14.9,18.3,22.6,34.0,20.1,55.8,16813.57286391638,14472.217258954068
12.7,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,5.56859,97.79404,14.6,18.2,22.7,34.7,20.6,55.5,11718.485312077595,10984.829044810702
13.6,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,5.56251,97.85898,14.7,18.2,22.7,34.8,20.7,55.6,12980.537236226211,11927.635942502697
13.5,3.75,4.1875,3.875,2.875,3.7375,4.1875,5.56563,97.8459,14.7,18.2,22.6,34.8,20.8,55.5,15216.381675072083,14119.022454225676
14.5,3.75,4.25,3.875,3.0,3.75,4.3125,5.66161,97.85595,14.6,18.2,22.6,35.2,21.1,55.4,13796.973582498971,13163.796075558574
66.6,3.055555556,3.25,3.277777778,2.805555556,3.144444444,3.4166666666666665,5.06321,88.91318,4.7,7.5,14.2,71.0,54.2,26.4,1122.7221919505023,958.6654754304652
62.1,2.972222222,3.25,3.25,2.694444444,3.138888889,3.5,4.86601,89.49576,4.9,8.1,15.8,68.7,51.3,28.8,1732.2586977343506,1462.7579986651851
53.2,2.916666667,3.333333333,3.333333333,2.555555556,3.2,3.555555555555556,5.72173,90.25352,4.7,8.0,15.9,68.9,51.3,28.6,1598.842753586261,1589.8166543199902
55.5,3.027777778,3.305555556,3.277777778,2.555555556,3.255555556,3.5277777777777777,6.05628,93.80908,4.8,8.2,16.5,68.2,50.5,29.5,1823.4127754012088,1691.7864432099946
20.3,3.55,4.1,3.6,2.65,3.62,3.95,4.13003,117.51314,12.8,17.4,23.2,39.6,24.3,53.4,6633.767076456146,4416.351675734847
19.7,3.45,4.1,3.6,2.65,3.6,4.0,4.1676,117.54267,12.5,17.2,23.2,40.4,24.9,52.9,7428.291026427361,4819.887250307547
19.8,3.75,4.3125,3.75,2.625,3.7375,4.1875,4.23331,117.50554,12.2,16.9,23.1,41.0,25.6,52.2,8652.09539178626,5611.240088391567
20.4,3.875,4.375,3.75,2.5625,3.7875,4.3125,4.501,117.6678,12.3,17.0,23.1,41.0,25.6,52.400000000000006,9111.426623022717,6075.5667147464255
20.7,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,4.86781,118.39464,12.2,16.9,23.2,41.5,25.9,52.3,6200.637930104377,4811.983921974544
20.6,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,4.81924,124.38406,12.0,16.8,23.2,41.7,26.0,52.0,6830.936034094286,5315.203927340823
20.8,3.75,4.1875,3.875,2.875,3.7375,4.1875,4.86651,128.59216,11.8,16.9,23.5,41.8,25.9,52.2,7831.350579661588,6401.157992260031
20.4,3.75,4.25,3.875,3.0,3.75,4.3125,4.4189,131.03416,11.9,17.0,23.4,41.6,25.8,52.3,7091.266754044053,6214.695238690695
22.2,3.75,4.1875,3.8125,3.0,3.725,4.3125,4.30494,131.08604,11.7,17.0,23.7,41.9,25.9,52.4,7191.142604198988,6716.1329344604665
22.5,4.0,4.0,3.5,3.0,3.6,4.0,1.49617,99.64744,11.0,14.6,20.5,46.6,31.9,46.1,850.9681168904609,445.8161726708197
13.5,3.75,4.3125,3.75,2.625,3.7375,4.1875,6.21507,102.63951,14.3,17.8,22.8,36.2,21.7,54.900000000000006,16705.41778766545,18480.517789283276
14.4,3.875,4.375,3.75,2.5625,3.7875,4.3125,6.39072,101.59046,14.1,17.6,22.8,36.9,22.4,54.5,18328.45213244296,19944.4557168574
14.8,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,6.85779,99.69329,14.3,17.8,23.0,36.2,21.5,55.1,12899.77019040137,14100.765055387876
15.4,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,6.622,98.19066,14.2,17.8,22.8,36.6,21.8,54.8,15865.455272727197,16891.500710163204
15.2,3.75,4.1875,3.875,2.875,3.7375,4.1875,6.49111,96.91104,14.3,17.8,23.0,36.3,21.6,55.1,18725.85978292584,19779.22501027334
16.0,3.75,4.25,3.875,3.0,3.75,4.3125,7.65619,98.03959,14.3,17.9,23.0,36.4,21.6,55.2,17285.26878880481,18114.390400628447
15.6,3.75,4.1875,3.8125,3.0,3.725,4.3125,7.71773,128.46305,14.0,17.7,23.2,37.1,22.2,54.9,16727.188265191406,17446.521802002193
21.9,3.0,3.333333333,3.375,2.875,3.090909091,3.7083333333333335,4.05037,71.7623,9.9,14.3,21.4,48.5,32.5,45.6,1938.8630426107543,1968.9532776358092
20.0,3.045454545,3.363636364,3.409090909,2.954545455,3.154545455,3.6818181818181817,3.60314,77.44215,10.3,14.7,21.7,46.7,30.8,46.7,2151.2559148690657,2298.0485655191333
20.4,3.045454545,3.363636364,3.409090909,3.0,3.181818182,3.8181818181818175,3.5085,78.2238,10.1,14.6,21.7,47.2,31.1,46.4,2652.870652713789,2612.691464409161
17.9,3.045454545,3.363636364,3.590909091,2.954545455,3.218181818,4.0,3.8638,80.85283,10.3,14.8,21.8,46.5,30.6,46.900000000000006,1972.606266180554,2248.7684057107435
16.4,3.045454545,3.363636364,3.727272727,3.0,3.263636364,3.954545454545455,3.51031,83.62145,10.4,14.8,21.7,46.5,30.7,46.900000000000006,2671.6284376987546,2860.848415132928
13.2,2.961538462,3.307692308,3.538461538,3.076923077,3.176923077,3.8846153846153846,4.80828,87.44397,11.1,15.1,21.4,45.1,29.9,47.6,3325.190493404974,3330.1483785288124
12.6,2.892857143,3.285714286,3.5,3.142857143,3.178571429,3.928571428571429,4.53768,87.12412,10.4,14.8,21.8,46.3,30.4,47.0,3579.9090484129138,3319.178635740292
10.9,2.9,3.3,3.4,3.1,3.133333333,3.966666666666667,4.12567,86.20559,10.8,15.1,22.1,45.1,29.2,48.0,3603.237649414112,3284.450015451589
23.1,3.0,2.75,3.25,2.75,3.1,4.25,6.45157,84.80422,11.2,15.6,22.1,44.7,29.1,48.9,1268.1831314018866,1010.1340322384395
20.5,3.5,2.5,3.25,2.5,3.2,4.25,6.25478,90.42879,11.6,16.1,22.6,42.9,27.0,50.3,2039.0301608168763,1507.7077055910554
31.1,4.0,3.5,4.5,3.0,3.9,4.0,4.709555,19.55326,9.9,13.8,20.4,49.8,34.5,44.1,73.50225562419284,29.084392985648197
24.5,4.0,3.5,4.0,2.5,3.8,4.0,3.2543,27.36668,9.8,13.5,19.6,51.2,36.4,42.900000000000006,135.2126905450438,49.9041281310764
